run,capability,n,accuracy,soft_accuracy,nll,brier,confidence,ece_15,score_mae,score_within_one,errors,error_rate,latency_ms_mean,latency_ms_p50,latency_ms_p95,_source_file,_line
bonsai-2-27b-calibrated,data_migration_correctness,80,0.8,0.6695,0.5932,0.2673,0.7228,0.1415,,,0,0.0,133.0,132.4,137.9,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,31
bonsai-2-27b-calibrated,distributed_systems_consistency,80,0.7,0.5216,0.8389,0.3886,0.5666,0.1958,,,0,0.0,147.2,144.5,157.3,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,32
bonsai-2-27b-calibrated,cache_correctness,80,0.675,0.4477,1.0527,0.4785,0.5171,0.1579,,,0,0.0,143.1,142.5,148.6,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,33
bonsai-2-27b-calibrated,observability_adequacy,80,0.6625,0.5072,0.8852,0.4446,0.5935,0.1628,,,0,0.0,136.9,133.4,146.0,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,34
bonsai-2-27b-calibrated,log_event_sequence_diagnosis,80,1.0,0.9517,0.0503,0.005,0.9517,0.0483,,,0,0.0,143.9,140.3,164.1,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,35
bonsai-2-27b-calibrated,configuration_correctness,80,0.8375,0.7201,0.5197,0.2664,0.8135,0.1286,,,0,0.0,142.3,140.3,155.7,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,36
bonsai-2-27b-calibrated,command_line_semantics,80,0.8875,0.8059,0.3542,0.1821,0.8751,0.0355,,,0,0.0,143.2,142.4,149.2,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,37
bonsai-2-27b-calibrated,open_source_license_compatibility,80,0.675,0.5851,0.7557,0.4501,0.7356,0.1075,,,0,0.0,138.9,138.5,147.4,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,38
bonsai-2-27b-calibrated,accessibility_semantics_from_source,80,0.7375,0.6272,0.6554,0.3804,0.746,0.2148,,,0,0.0,143.2,141.5,151.4,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,39
bonsai-2-27b-calibrated,graph_logic,80,0.4,0.4902,1.1404,0.6618,0.7302,0.353,,,0,0.0,143.6,141.7,157.1,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,40
bonsai-2-27b-calibrated,graph_knowledge,80,1.0,0.9955,0.0045,0.0001,0.9955,0.0045,,,0,0.0,133.8,132.1,143.5,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,41
bonsai-2-27b-calibrated,ontology_taxonomy_consistency,80,0.5125,0.4432,1.1942,0.6019,0.6265,0.1667,,,0,0.0,147.7,145.4,165.4,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,42
bonsai-2-27b-calibrated,graph_path_relevance,80,0.9875,0.8671,0.1604,0.067,0.8683,0.1207,,,0,0.0,132.1,129.7,138.1,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,43
bonsai-2-27b-calibrated,temporal_graph_consistency,80,1.0,0.9562,0.0456,0.0066,0.9562,0.0438,,,0,0.0,129.8,127.8,140.9,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,44
bonsai-2-27b-calibrated,causal_chain_validation,80,0.9125,0.7348,0.3707,0.1763,0.7497,0.1628,,,0,0.0,131.3,130.0,135.8,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,45
bonsai-2-27b-calibrated,root_cause_attribution,80,0.975,0.8387,0.2003,0.0821,0.8397,0.1353,,,0,0.0,143.5,140.7,160.8,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,46
bonsai-2-27b-calibrated,evidence_provenance,80,0.925,0.8859,0.1613,0.0964,0.908,0.0573,,,0,0.0,122.8,121.3,127.1,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,47
bonsai-2-27b-calibrated,source_reliability_in_context,80,1.0,0.9786,0.0217,0.0011,0.9786,0.0214,,,0,0.0,113.5,111.7,121.1,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,48
bonsai-2-27b-calibrated,semantic_similarity_and_factual_correctness,80,0.7625,0.7075,1.1549,0.4744,0.9359,0.2664,,,0,0.0,136.1,134.9,144.4,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,49
bonsai-2-27b-calibrated,summary_completeness,80,1.0,0.9065,0.101,0.021,0.9065,0.0935,,,0,0.0,132.5,131.1,137.4,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,50
bonsai-2-27b-calibrated,claim_entailment,80,0.525,0.529,1.099,0.5984,0.7625,0.2734,,,0,0.0,142.9,142.1,148.9,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,51
bonsai-2-27b-calibrated,unknown_known_state_classification,80,1.0,0.973,0.0278,0.0024,0.973,0.027,,,0,0.0,126.0,123.3,134.2,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,52
bonsai-2-27b-calibrated,answerability_from_provided_context,80,0.75,0.7448,0.4764,0.2914,0.8622,0.1496,,,0,0.0,136.4,133.2,161.2,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,53
bonsai-2-27b-calibrated,evidence_sufficiency,80,1.0,0.9956,0.0044,0.0,0.9956,0.0044,,,0,0.0,122.5,120.2,133.0,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,54
bonsai-2-27b-calibrated,fact_vs_inference_classification,80,0.7625,0.7462,1.0866,0.4526,0.9718,0.2147,,,0,0.0,134.3,132.2,142.8,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,55
bonsai-2-27b-calibrated,hallucination_detection,80,0.75,0.7053,1.004,0.4607,0.9314,0.2007,,,0,0.0,139.8,139.6,147.6,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,56
bonsai-2-27b-calibrated,topic_keyword_fidelity,80,0.9875,0.9226,0.0851,0.0206,0.9234,0.0771,,,0,0.0,123.5,120.7,153.0,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,57
bonsai-2-27b-calibrated,information_retrieval_relevance,80,1.0,0.9512,0.052,0.0096,0.9512,0.0488,,,0,0.0,123.3,122.1,132.0,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,58
bonsai-2-27b-calibrated,recommendation_reranking_quality,80,0.8125,0.7639,0.3806,0.2264,0.8411,0.1075,,,0,0.0,186.2,185.5,193.3,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,59
bonsai-2-27b-calibrated,entity_resolution,80,0.675,0.7529,0.4251,0.3345,0.8935,0.2471,,,0,0.0,122.8,120.7,127.9,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,60
bonsai-2-27b-calibrated,record_deduplication,80,0.3875,0.3909,2.5278,1.0439,0.8982,0.5107,,,0,0.0,141.2,140.4,152.8,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,61
bonsai-2-27b-calibrated,cross_document_reconciliation,80,1.0,0.9866,0.0136,0.0005,0.9866,0.0134,,,0,0.0,143.4,141.6,157.5,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,62
bonsai-2-27b-calibrated,document_consistency,80,0.675,0.5327,0.8655,0.4867,0.6938,0.2008,,,0,0.0,143.0,141.2,160.2,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,63
bonsai-2-27b-calibrated,booking_accounting_mapping,80,0.8875,0.865,0.3516,0.1333,0.905,0.0647,,,0,0.0,142.2,140.9,155.1,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,64
bonsai-2-27b-calibrated,accounting_reasonableness,80,0.55,0.4933,0.9188,0.5715,0.6759,0.1281,,,0,0.0,136.3,133.5,151.8,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,65
bonsai-2-27b-calibrated,invoice_anomaly_detection,80,0.875,0.8177,0.2592,0.148,0.8514,0.0948,,,0,0.0,136.8,133.2,149.5,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,66
bonsai-2-27b-calibrated,fraud_scam_likelihood,80,0.5625,0.3861,1.0233,0.573,0.4701,0.1862,0.6107,0.7875,0,0.0,135.9,133.1,143.5,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,67
bonsai-2-27b-calibrated,transaction_anomaly_detection,80,0.7125,0.6708,0.7186,0.3914,0.8122,0.1001,,,0,0.0,132.8,131.8,138.6,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,68
bonsai-2-27b-calibrated,commercial_price_plausibility,80,1.0,0.9325,0.0739,0.0161,0.9325,0.0675,,,0,0.0,135.1,133.4,143.7,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,69
bonsai-2-27b-calibrated,budget_consistency,80,0.65,0.548,0.632,0.4414,0.6256,0.1066,,,0,0.0,126.6,123.5,132.4,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,70
bonsai-2-27b-calibrated,resource_planning,80,0.425,0.3312,1.177,0.664,0.4144,0.0805,,,0,0.0,121.7,121.4,126.3,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,71
bonsai-2-27b-calibrated,capacity_planning,80,0.1625,0.2516,1.462,0.8041,0.4064,0.2439,,,0,0.0,138.0,136.2,155.8,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,72
bonsai-2-27b-calibrated,inventory_decisions,80,0.6625,0.56,0.8015,0.4978,0.7288,0.1256,,,0,0.0,130.0,128.9,134.4,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,73
bonsai-2-27b-calibrated,scheduling_feasibility,80,0.4375,0.4877,0.8273,0.6189,0.6861,0.2803,,,0,0.0,120.4,118.8,130.1,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,74
bonsai-2-27b-calibrated,prioritization_under_constraints,80,0.7875,0.6435,0.5487,0.2939,0.6958,0.1275,,,0,0.0,2378.3,1180.4,11923.0,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,75
bonsai-2-27b-calibrated,pareto_optimal_decision_taking,80,0.5625,0.4999,0.7136,0.5188,0.5904,0.1384,,,0,0.0,2641.5,1708.9,11552.9,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,76
bonsai-2-27b-calibrated,expected_utility_decisions,80,0.5875,0.5866,0.9192,0.5735,0.8191,0.2492,,,0,0.0,3596.2,1704.1,12086.0,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,77
bonsai-2-27b-calibrated,bayesian_evidence_updating,80,0.6,0.6449,0.595,0.4392,0.8191,0.2707,,,0,0.0,1535.2,1410.5,2562.7,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,78
bonsai-2-27b-calibrated,game_theory_judgements,80,0.825,0.658,0.4594,0.2965,0.7033,0.1217,,,0,0.0,122.8,120.1,134.4,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,79
bonsai-2-27b-calibrated,adversarial_agent_reasoning,80,1.0,0.8639,0.1548,0.0449,0.8639,0.1361,,,0,0.0,130.8,129.9,136.2,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,80
bonsai-2-27b-calibrated,negotiation_judgements,80,0.4,0.3745,1.1441,0.6167,0.4918,0.2498,,,0,0.0,130.8,129.8,136.5,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,81
bonsai-2-27b-calibrated,probability_support_judgement,80,0.6875,0.6544,0.5663,0.3804,0.7826,0.1544,,,0,0.0,129.4,128.3,134.1,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,82
bonsai-2-27b-calibrated,probability_calibration_language,80,0.7625,0.725,0.6333,0.3536,0.8782,0.1157,,,0,0.0,144.8,141.5,150.9,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,83
bonsai-2-27b-calibrated,forecast_consistency,80,0.7,0.6285,0.5554,0.3816,0.7438,0.1278,,,0,0.0,119.2,118.2,130.7,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,84
bonsai-2-27b-calibrated,counterfactual_plausibility,80,0.7625,0.6782,0.4631,0.3186,0.7586,0.3218,,,0,0.0,122.7,118.3,147.1,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,85
bonsai-2-27b-calibrated,base_rate_awareness,80,0.7625,0.5511,0.7219,0.4022,0.6365,0.1579,,,0,0.0,121.6,120.8,125.7,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,86
bonsai-2-27b-calibrated,sampling_statistical_interpretation,80,0.9625,0.8288,0.2229,0.1051,0.84,0.1229,,,0,0.0,138.3,138.0,149.9,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,87
bonsai-2-27b-calibrated,unit_understanding,80,0.5875,0.4848,0.8818,0.4895,0.5561,0.2024,,,0,0.0,174.5,132.8,303.5,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,88
bonsai-2-27b-calibrated,dimensional_consistency,80,1.0,0.9255,0.0835,0.0298,0.9255,0.0745,,,0,0.0,281.5,227.0,630.8,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,89
bonsai-2-27b-calibrated,order_of_magnitude_reasoning,80,0.9375,0.7577,0.3194,0.142,0.7728,0.1758,,,0,0.0,204.8,173.5,358.0,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,90
bonsai-2-27b-calibrated,scale_plausibility,80,1.0,0.8604,0.164,0.0741,0.8604,0.1396,,,0,0.0,122.6,119.5,132.2,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,91
bonsai-2-27b-calibrated,geometry_and_embodied_navigation,80,0.4375,0.3896,1.0888,0.6101,0.5101,0.1115,,,0,0.0,132.4,129.5,144.7,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,92
bonsai-2-27b-calibrated,spatial_relation_reasoning,80,0.675,0.5729,0.9678,0.4051,0.6595,0.1376,,,0,0.0,158.3,155.9,166.5,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,93
bonsai-2-27b-calibrated,route_feasibility,80,0.5,0.4334,1.0744,0.629,0.62,0.2305,,,0,0.0,186.0,185.7,193.2,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,94
bonsai-2-27b-calibrated,embodied_affordances,80,0.9375,0.8381,0.2099,0.1302,0.8401,0.1003,,,0,0.0,121.0,118.3,136.2,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,95
bonsai-2-27b-calibrated,physical_commonsense,80,1.0,0.9068,0.1055,0.0394,0.9068,0.0932,,,0,0.0,119.7,117.5,130.2,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,96
bonsai-2-27b-calibrated,mechanical_system_reasoning,80,0.525,0.4926,1.1373,0.5895,0.6964,0.1714,,,0,0.0,460.2,328.2,1069.8,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,97
bonsai-2-27b-calibrated,object_permanence_state_tracking,80,1.0,0.9849,0.0153,0.0005,0.9849,0.0151,,,0,0.0,233.9,172.8,631.1,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,98
bonsai-2-27b-calibrated,temporal_ordering,80,0.95,0.8828,0.1539,0.0799,0.8986,0.0701,,,0,0.0,169.2,167.8,178.3,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,99
bonsai-2-27b-calibrated,calendar_time_zone_understanding,80,0.675,0.4905,0.7635,0.4609,0.5447,0.1483,,,0,0.0,122.5,121.4,132.1,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,100
bonsai-2-27b-calibrated,historical_fact_verification,80,1.0,0.992,0.0081,0.0002,0.992,0.008,,,0,0.0,124.0,119.6,149.9,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,101
bonsai-2-27b-calibrated,historical_anachronism_detection,80,0.9125,0.7085,0.3663,0.211,0.7122,0.2003,,,0,0.0,122.5,119.8,142.9,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,102
bonsai-2-27b-calibrated,geographical_consistency,80,0.95,0.8713,0.1595,0.0786,0.8842,0.0975,,,0,0.0,117.5,116.6,126.5,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,103
bonsai-2-27b-calibrated,weather_state_interpretation,80,0.75,0.7156,0.559,0.382,0.8635,0.1535,,,0,0.0,122.2,121.3,128.8,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,104
bonsai-2-27b-calibrated,scientific_hypothesis_plausibility,80,0.95,0.7763,0.2833,0.1276,0.7774,0.1854,,,0,0.0,125.3,120.8,141.8,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,105
bonsai-2-27b-calibrated,experimental_design_judgement,80,0.8875,0.6947,0.434,0.2136,0.7107,0.1768,,,0,0.0,151.0,140.2,200.5,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,106
bonsai-2-27b-calibrated,measurement_uncertainty_reasoning,80,0.425,0.4981,0.7198,0.5264,0.5953,0.1852,,,0,0.0,145.4,143.2,167.1,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,107
bonsai-2-27b-calibrated,biological_system_reasoning,80,1.0,0.9624,0.041,0.0116,0.9624,0.0376,,,0,0.0,146.9,134.5,215.6,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,108
bonsai-2-27b-calibrated,biological_signal_understanding,80,1.0,0.8866,0.1297,0.0396,0.8866,0.1134,,,0,0.0,130.8,125.5,176.3,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,109
bonsai-2-27b-calibrated,medical_differential_reasoning_benchmarks,80,1.0,0.9751,0.0254,0.0016,0.9751,0.0249,,,0,0.0,127.3,120.2,163.9,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,110
bonsai-2-27b-calibrated,medical_chronology_consistency,80,1.0,0.93,0.0753,0.0185,0.93,0.07,,,0,0.0,122.7,119.9,131.3,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,111
bonsai-2-27b-calibrated,translation_correctness,80,0.8875,0.8141,0.2921,0.1431,0.8379,0.0953,,,0,0.0,141.4,138.2,178.5,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,112
bonsai-2-27b-calibrated,grammar_judgement,80,1.0,0.9286,0.0761,0.0127,0.9286,0.0714,,,0,0.0,142.2,139.4,159.0,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,113
bonsai-2-27b-calibrated,glossary_adherence,80,1.0,0.9735,0.0289,0.0084,0.9735,0.0265,,,0,0.0,121.6,119.0,129.2,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,114
bonsai-2-27b-calibrated,synonym_semantic_substitution_scoring,80,0.4125,0.4338,1.5663,0.7835,0.7693,0.3804,,,0,0.0,135.6,131.9,169.6,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,115
bonsai-2-27b-calibrated,word_sense_disambiguation,80,1.0,0.9929,0.0071,0.0002,0.9929,0.0071,,,0,0.0,121.5,119.2,133.4,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,116
bonsai-2-27b-calibrated,language_dialect_identification,80,1.0,0.9453,0.0646,0.0189,0.9453,0.0547,,,0,0.0,144.3,141.8,151.0,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,117
bonsai-2-27b-calibrated,code_switch_understanding,80,0.5875,0.5421,0.9325,0.5657,0.7571,0.2706,,,0,0.0,124.3,121.7,133.4,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,118
bonsai-2-27b-calibrated,pragmatic_intent_understanding,80,0.775,0.6996,0.4893,0.2856,0.786,0.0596,,,0,0.0,142.6,139.7,175.2,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,119
bonsai-2-27b-calibrated,sarcasm_and_humor_understanding,80,0.7875,0.6706,0.6469,0.299,0.7328,0.1215,,,0,0.0,136.7,133.0,148.6,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,120
bonsai-2-27b-calibrated,humor_explanation_correctness,80,1.0,0.8633,0.1593,0.0616,0.8633,0.1367,,,0,0.0,133.4,129.8,159.3,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,121
bonsai-2-27b-calibrated,mood_atmosphere_understanding,80,1.0,0.9353,0.0708,0.0162,0.9353,0.0647,,,0,0.0,133.0,130.1,147.8,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,122
bonsai-2-27b-calibrated,tone_register_classification,80,0.975,0.8937,0.1407,0.0617,0.8989,0.0911,,,0,0.0,142.9,140.2,160.5,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,123
bonsai-2-27b-calibrated,dialogue_coherence,80,0.8625,0.7678,0.358,0.1945,0.8301,0.0503,,,0,0.0,135.5,132.0,145.9,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,124
bonsai-2-27b-calibrated,conversation_state_tracking,80,1.0,0.985,0.0152,0.0005,0.985,0.015,,,0,0.0,155.4,131.7,241.4,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,125
bonsai-2-27b-calibrated,persona_consistency,80,0.7875,0.739,0.5528,0.2757,0.8408,0.1132,,,0,0.0,131.7,129.0,143.4,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,126
bonsai-2-27b-calibrated,theory_of_mind_false_belief_reasoning,80,0.9375,0.8256,0.2258,0.0955,0.8394,0.1223,,,0,0.0,143.3,140.4,159.8,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,127
bonsai-2-27b-calibrated,embodied_unknowns,80,1.0,0.9001,0.1077,0.028,0.9001,0.0999,,,0,0.0,121.6,118.9,132.9,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,128
bonsai-2-27b-calibrated,embodied_time_aware_world_views,80,0.7875,0.7686,0.2993,0.1777,0.7892,0.2189,,,0,0.0,121.6,119.9,130.1,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,129
bonsai-2-27b-calibrated,embodied_emotions,80,0.25,0.3318,1.6897,1.0451,0.8088,0.573,,,0,0.0,134.8,132.3,140.2,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,130
bonsai-2-27b-calibrated,emotion_cause_attribution,80,1.0,0.993,0.007,0.0001,0.993,0.007,,,0,0.0,122.0,119.7,126.4,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,131
bonsai-2-27b-calibrated,social_norm_reasoning,80,0.925,0.8702,0.1829,0.0941,0.8776,0.0506,,,0,0.0,127.6,125.7,154.2,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,132
bonsai-2-27b-calibrated,relationship_permission_reasoning,80,1.0,0.8956,0.1231,0.0594,0.8956,0.1044,,,0,0.0,122.1,118.7,136.1,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,133
bonsai-2-27b-calibrated,embodied_animal_understanding,80,0.8375,0.7548,0.3746,0.2155,0.807,0.0713,,,0,0.0,135.5,132.1,155.3,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,134
bonsai-2-27b-calibrated,animal_affordance_constraint_reasoning,80,0.825,0.8084,0.287,0.2009,0.875,0.1376,,,0,0.0,118.0,116.6,137.8,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,135
bonsai-2-27b-calibrated,narrative_next_event_plausibility,80,1.0,0.9682,0.0324,0.002,0.9682,0.0318,,,0,0.0,124.7,121.4,146.4,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,136
bonsai-2-27b-calibrated,character_goal_consistency,80,1.0,0.9909,0.0092,0.0004,0.9909,0.0091,,,0,0.0,117.8,117.5,127.0,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,137
bonsai-2-27b-calibrated,ocr_ngram_based_text_recognition,80,1.0,0.994,0.0061,0.0001,0.994,0.006,,,0,0.0,158.2,154.8,179.4,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,138
bonsai-2-27b-calibrated,noisy_ocr_reconstruction,80,1.0,0.901,0.1094,0.0288,0.901,0.099,,,0,0.0,126.2,127.7,132.2,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,139
bonsai-2-27b-calibrated,document_field_association,80,1.0,0.9861,0.0141,0.0004,0.9861,0.0139,,,0,0.0,156.4,153.1,179.8,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,140
bonsai-2-27b-calibrated,document_type_classification,80,0.9875,0.9196,0.101,0.049,0.9218,0.0657,,,0,0.0,145.8,141.9,174.7,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,141
bonsai-2-27b-calibrated,document_workflow_state,80,1.0,0.9539,0.0504,0.0123,0.9539,0.0461,,,0,0.0,130.3,128.5,142.8,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,142
bonsai-2-27b-calibrated,table_reasoning_from_linearized_text,80,0.7875,0.7262,0.4593,0.2528,0.7858,0.0882,,,0,0.0,174.6,173.9,182.3,/Users/admin/Code/typed-decision-bench/output/bonsai-2-27b-calibrated_stats.jsonl,143
