capability,bonsai-2-27b-calibrated,bonsai-2-27b-calibration-init,laya,openjev-qwen3.5-4b,spark-X2.5,von-1.1
scope_reasoning,-0.1471,-0.14149999999999996,-0.45380000000000004,-0.11950000000000005,-0.18390000000000006,-0.5501
secret_leak,-0.013500000000000068,-0.031500000000000083,-0.2705000000000001,-0.12340000000000007,-0.3425,-0.3137000000000001
secret_leak_hard,-0.16149999999999998,-0.17989999999999995,-0.42389999999999994,-0.25969999999999993,-0.4617,-0.42379999999999995
security_policy_risk,-0.07309999999999994,-0.07219999999999993,-0.40259999999999996,-0.08279999999999998,-0.04159999999999997,-0.3359
self_consistency_across_outputs,-0.08389999999999997,-0.10229999999999995,-0.026100000000000012,-0.1976,-0.07219999999999993,-0.04730000000000001
semantic_similarity_and_factual_correctness,-0.06340000000000001,-0.05920000000000003,-0.31320000000000003,0.029799999999999938,-0.03410000000000002,-0.45070000000000005
sensitivity_analysis,-0.24569999999999992,-0.24129999999999996,-0.43029999999999996,-0.2890999999999999,-0.13979999999999992,-0.42119999999999996
serialization_compatibility,-0.09539999999999993,-0.0877,-0.2843,-0.1501,0.15970000000000006,-0.3782
set_coverage_diversity_judgement,-0.0242,-0.021299999999999986,-0.5938,-0.014399999999999968,0.0,-0.06020000000000003
social_norm_reasoning,-0.1028,-0.09860000000000002,-0.6527000000000001,-0.01849999999999996,-0.17299999999999993,-0.5655
soft_vs_hard_constraint_discrimination,-0.07909999999999995,-0.0724999999999999,-0.4321999999999999,-0.061799999999999966,-0.06319999999999992,-0.41159999999999997
source_reliability_in_context,-0.021399999999999975,-0.01859999999999995,-0.17159999999999997,-0.01100000000000001,-0.0012999999999999678,-0.20199999999999996
spatial_relation_reasoning,-0.31190000000000007,-0.3055,-0.2721,-0.3188000000000001,-0.4671,-0.6791
spreadsheet_formula_semantics_from_text,-0.30590000000000006,-0.30110000000000003,-0.7346,-0.4343,-0.42210000000000003,-0.7533000000000001
spurious_correlation_resistance,0.24369999999999997,0.25299999999999995,0.08090000000000003,0.07990000000000003,0.30360000000000004,-0.3497
sql_injection_risk,-0.17959999999999998,-0.18919999999999992,-0.5407,-0.34229999999999994,-0.41459999999999997,-0.4658
state_machine_correctness,-0.32519999999999993,-0.32419999999999993,-0.38899999999999996,-0.40059999999999996,-0.39649999999999996,-0.3082
stopping_decision_sufficiency,0.07610000000000006,0.042200000000000015,-0.11680000000000001,0.07740000000000002,0.10940000000000005,-0.5619
structured_schema_decisions,-0.07500000000000007,-0.07020000000000004,-0.7175,-0.1311,-0.4919,-0.6158
summary_completeness,-0.09230000000000005,-0.08479999999999999,-0.7794,-0.3143,-0.18269999999999997,-0.20879999999999999
support_department,-0.03839999999999999,-0.034399999999999986,-0.48280000000000006,-0.025800000000000045,-0.07620000000000005,-0.11440000000000006
support_department_hard,-0.13070000000000004,-0.12640000000000007,-0.5807,-0.10350000000000004,-0.12280000000000002,-0.5820000000000001
suspicious_transaction,0.08090000000000008,0.05490000000000006,-0.18799999999999994,0.019000000000000017,-0.39159999999999995,-0.1462
symptom_triage,-0.08240000000000003,-0.05989999999999995,-0.4657,-0.22699999999999998,-0.29390000000000005,0.15659999999999996
synonym_semantic_substitution_scoring,-0.17229999999999995,-0.17129999999999995,-0.41769999999999996,-0.03920000000000001,-0.19289999999999996,-0.26809999999999995
synthetic_data_plausibility,-0.04600000000000004,-0.05580000000000007,-0.38970000000000005,0.023499999999999965,-0.1493,-0.5342
table_reasoning_from_linearized_text,-0.2126,-0.2077,-0.6896,-0.23629999999999995,-0.49879999999999997,-0.7013
taxonomy_category_assignment,-0.022499999999999964,-0.019499999999999962,-0.41469999999999996,-0.02980000000000005,0.0,-0.6583
temporal_graph_consistency,0.017100000000000004,-0.01990000000000003,-0.2773,-0.19790000000000008,0.010000000000000009,-0.43890000000000007
temporal_ordering,-0.11709999999999998,-0.11260000000000003,-0.6883,-0.5091,-0.21809999999999996,-0.6554
test_quality_and_adequacy,-0.14039999999999997,-0.13129999999999997,-0.4327,-0.2709,-0.17759999999999998,-0.49899999999999994
theory_of_mind_false_belief_reasoning,-0.10640000000000005,-0.0968,-0.18690000000000007,-0.09650000000000003,-0.10980000000000001,-0.4348000000000001
tone_register_classification,-0.09529999999999994,-0.08979999999999999,-0.3843,-0.10070000000000001,-0.060799999999999965,-0.3255
tool_action_selection,0.04920000000000002,0.05410000000000004,-0.558,0.04039999999999999,-0.10340000000000005,-0.616
topic_keyword_fidelity,-0.07740000000000002,-0.07079999999999997,-0.3782,-0.052000000000000046,0.0,-0.20989999999999998
transaction_anomaly_detection,-0.26580000000000004,-0.26249999999999996,-0.5117,-0.2156,-0.30399999999999994,-0.8665
translation_correctness,-0.18359999999999999,-0.1775,-0.7229000000000001,-0.1955,-0.3267,-0.8006
travel_policy_violation,-0.039999999999999925,-0.07329999999999992,-0.2742,-0.11629999999999996,-0.3334999999999999,-0.1772999999999999
typed_jev_native_replay,-0.009599999999999942,-0.010599999999999943,-0.3248,-0.040200000000000014,-0.03249999999999997,-0.15669999999999995
unit_understanding,-0.3771,-0.3728,-0.5344,-0.5022,-0.17989999999999995,-0.5637
unknown_known_state_classification,-0.021600000000000064,-0.01770000000000005,-0.3520000000000001,-0.08450000000000002,-0.02750000000000008,-0.5307000000000001
urgency,0.025900000000000034,0.013900000000000023,-0.11029999999999995,0.013700000000000045,-0.2563,-0.3758999999999999
urgency_hard,0.007600000000000051,-0.013299999999999979,-0.3731,-0.019499999999999962,-0.36019999999999996,-0.38769999999999993
version_compatibility,-0.138,-0.13080000000000003,-0.5972,-0.1441,-0.17810000000000004,-0.31989999999999996
veterinary_triage,-0.16100000000000003,-0.13390000000000002,-0.49210000000000004,-0.30700000000000005,-0.403,-0.049900000000000055
voice_assistant_intent,-0.010099999999999998,-0.00770000000000004,-0.44520000000000004,-0.011099999999999999,-0.029100000000000015,-0.0675
warranty_claim_eligible,0.17569999999999997,0.15560000000000007,-0.15610000000000002,0.05369999999999997,-0.09709999999999996,-0.15049999999999997
weather_alert_severity,-0.01650000000000007,0.0,-0.5222,-0.02850000000000008,0.014599999999999946,-0.5102
weather_state_interpretation,-0.24549999999999994,-0.2527999999999999,-0.6394,-0.17489999999999994,-0.7925,-0.7944
word_sense_disambiguation,-0.007000000000000006,-0.005900000000000016,-0.11380000000000001,-0.008000000000000007,9.999999999998899e-05,-0.20310000000000006
world_model_consistency,-0.10749999999999993,-0.16499999999999992,-0.5224,-0.028899999999999926,-0.44799999999999995,-0.41379999999999995
